idx,disease,Symptom,reason,TestsAndProcedures,commonMedications,label
130,Myoclonus,"['Abnormal involuntary movements', 'Seizures', 'Eye moves abnormally', 'Problems with movement', 'Fainting', 'Drainage in throat', 'Sleepiness', 'Arm cramps or spasms', 'Disturbance of memory', 'Insomnia', 'Loss of sensation', 'Muscle swelling']","Myoclonus /ma\xc9\xaa\xcb\x88\xc9\x92kl\xc9\x99n\xc9\x99s/ is a brief, involuntary twitching of a muscle or a group of muscles. It describes a medical sign and, generally, is not a diagnosis of a disease. Brief twitches are perfectly normal. The myoclonic twitches are usually caused by sudden muscle contractions; they also can result from brief lapses of contraction. Contractions are called positive myoclonus; relaxations are called negative myoclonus. The most common time for people to encounter them is while falling asleep (hypnic jerk), but myoclonic jerks are also a sign of a number of neurological disorders. Hiccups are also a kind of myoclonic jerk specifically affecting the diaphragm. When a spasm is caused by another person it is known as a ""provoked spasm"". Shuddering attacks with babies also fall in this category. ","['X-ray computed tomography (Scan ct)', 'Magnetic resonance imaging (Mri)', 'Kidney function tests (Kidney function test)', 'Complete physical skin exam performed (ML)', 'Electroencephalogram (EEG) (Eeg)', 'Other diagnostic procedures (interview; evaluation; consultation)', 'CAT scan of head (Head ct)']","['Clonazepam', 'Gabapentin', 'Corticotropin (Acthar)', 'Buspirone (Buspar)', 'Levetiracetam (Keppra)', 'Lamotrigine (Lamictal)', 'Hydrocodone', 'Ethosuximide', 'Immunoglobulins, Intravenous (Gammagard)', 'Oxazepam', 'Clozapine', 'Triamterene']",disease
131,Bone spur of the calcaneous,"['Foot or toe pain', 'Ankle pain', 'Foot or toe swelling', 'Leg pain', 'Paresthesia', 'Problems with movement', 'Joint pain', 'Weight gain', 'Muscle pain', 'Elbow pain', 'Heartburn', 'Ankle swelling']"," etodolac, ","['Radiographic imaging procedure', 'Plain x-ray (X ray)', 'Examination of foot', 'Physical therapy exercises (Exercises)', 'Bone density scan', 'Excision (Removal)', 'Prophylactic vaccinations and inoculations']","['Piroxicam', 'Etodolac', 'Diclofenac', 'Moexipril', 'Ketoprofen', 'Chondroitin-Glucosamine', 'Betamethasone Topical Product']",medication
132,Von Willebrand disease,"['Nosebleed', 'Itchy scalp', 'Fatigue', 'Long menstrual periods', 'Wrist pain', 'Blood in stool', 'Arm pain', 'Heavy menstrual flow', 'Burning abdominal pain', 'Muscle swelling', 'Low back weakness', 'Abnormal size or shape of ear']","Von Willebrand disease (vWD) is the most common hereditary coagulation abnormality described in humans, although it can also be acquired as a result of other medical conditions. It arises from a qualitative or quantitative deficiency of von Willebrand factor (vWF), a multimeric protein that is required for platelet adhesion. It is known to affect humans and dogs (notably Doberman Pinschers), and rarely swine, cattle, horses, and cats. There are three forms of vWD: inherited, acquired and pseudo or platelet type. There are three types of hereditary vWD: vWD Type I, vWD Type II and vWD III. Within the three inherited types of vWD there are various subtypes. Platelet type vWD is also an inherited condition. ","['Hematologic tests (Blood test)', 'Complete blood count (Cbc)', 'Hemoglobin A1c measurement (Hemoglobin a1c test)', 'Other diagnostic procedures (interview; evaluation; consultation)', 'Lipid panel', 'Other therapeutic procedures', 'Physical therapy exercises; manipulation; and other procedures']","['Desmopressin', 'Antihemophilic Factor (Obsolete)', 'Felbamate', '6-Aminocaproic Acid (Amicar)', 'Lisdexamfetamine (Vyvanse)', 'Hyoscyamine (A-Spas)', 'Mecamylamine', 'Grepafloxacin (Raxar)']",disease
133,Open wound of the back,"['Skin lesion', 'Lower body pain', 'Weight gain', 'Throat feels tight', 'Irregular heartbeat', 'Lymphedema', 'Skin growth']"," cefazolin, ","['Wound care management', 'Complete physical skin exam performed (ML)', 'Plain x-ray (X ray)', 'Suturing of wound', 'X-ray computed tomography (Scan ct)', 'Excision (Removal)', 'Referral to home health care service']","['Tetanus Toxoid Vaccine (Adacel)', 'Cefazolin', 'Silver Nitrate Topical Each', 'Silver Sulfadiazine Topical', 'Povidone Iodine Topical (Betadine)', 'Ascorbic Acid', 'Somatropin', 'Diphtheria Toxoid Vaccine (Prohibit)', 'Cellulose', 'Zinc Sulfate']",medication
134,Heart block,"['Sharp chest pain', 'Shortness of breath', 'Dizziness', 'Fainting', 'Weakness', 'Palpitations', 'Chest tightness', 'Peripheral edema', 'Decreased heart rate', 'Weight gain', 'Increased heart rate', 'Irregular heartbeat']","A heart block is a disease in the electrical system of the heart. This is opposed to coronary artery disease, which is disease of the blood vessels of the heart. While coronary artery disease can cause angina (chest pain) or myocardial infarction (heart attack), heart block can cause lightheadedness, syncope (fainting), and palpitations. ","['Electrocardiogram', 'Radiographic imaging procedure', 'Complete blood count (Cbc)', 'Plain x-ray (X ray)', 'Glucose measurement (Glucose level)', 'Cardiac enzymes measurement (Cardiac enzymes test)', 'Intravenous fluid replacement']","['Glucosamine', 'Ascorbic Acid', 'Glimepiride', 'Amiodarone', 'Atropine (Uaa)', 'Felodipine', 'Dutasteride (Avodart)', 'Metolazone', 'Sotalol', 'Triamterene', 'Bumetanide', 'Chondroitin']",disease
135,Colonic polyp,"['Rectal bleeding', 'Blood in stool', 'Constipation', 'Sharp abdominal pain', 'Diarrhea', 'Upper abdominal pain', 'Heartburn', 'Pain of the anus', 'Regurgitation', 'Flatulence', 'Changes in stool appearance', 'Discharge in stools']",A colorectal polyp is a polyp (fleshy growth) occurring on the lining of the colon or rectum. Untreated colorectal polyps can develop into colorectal cancer. ,"['Sigmoidoscopy or colonoscopy', 'Biopsy', 'Colonoscopy and biopsy', 'Excision (Removal)', 'Rectal examination', 'Other non-OR lower GI therapeutic procedures', 'Hemoglobin A1c measurement (Hemoglobin a1c test)']","['Midazolam (Versed)', 'Fentanyl', 'Meperidine (Demerol)', 'Propofol', 'Loperamide (Imodium)', 'Cholecalciferol', 'Clemastine (Tavist)', 'Hydrocortisone-Pramoxine Topical', 'Lubiprostone (Amitiza)', 'Garlic Preparation (Kwai)', 'Yohimbine']",disease
136,Hypospadias,"['Retention of urine', 'Recent weight loss', 'Unusual color or odor to urine', 'Symptoms of the scrotum and testes', 'Skin growth', 'Suprapubic pain', 'Penis pain', 'Jaundice']","Hypospadias /ha\xc9\xaapo\xca\x8a\xcb\x88spe\xc9\xaad\xc9\xaa\xc9\x99s/ is a birth defect of the urethra in the male that involves an abnormally placed urinary meatus (the opening, or male external urethral orifice). Instead of opening at the tip of the glans of the penis, a hypospadic urethra opens anywhere along a line (the urethral groove) running from the tip along the underside (ventral aspect) of the shaft to the junction of the penis and scrotum or perineum. A distal hypospadias may be suspected even in an uncircumcised boy from an abnormally formed foreskin and downward tilt of the glans. ","['Complete physical skin exam performed (ML)', 'Procedures on the urethra', 'Other diagnostic procedures (interview; evaluation; consultation)', 'Other therapeutic procedures', 'Indwelling catheter', 'Enteral and parenteral nutrition', 'Nonoperative urinary system measurements']","['Oxybutynin', 'Pneumococcal 7-Valent Conjugate Vaccine (Prevnar)', 'Sucralfate (Carafate)', 'Rotavirus Vaccines (Rotavirus Vaccine)', 'Hepatitis B Vaccine (Obsolete)', 'Haemophilus B Conjugate Vaccine (Obsolete)', 'Diazoxide', 'Testosterone', 'Betamethasone Topical Product', 'Mecamylamine']",disease
137,Magnesium deficiency,"['Dizziness', 'Sharp abdominal pain', 'Leg pain', 'Sharp chest pain', 'Palpitations', 'Vomiting', 'Weakness', 'Seizures', 'Shortness of breath', 'Nausea', 'Diarrhea', 'Leg cramps or spasms']","Magnesium (Mg) deficiency is a detrimental plant disorder that occurs most often in strongly acidic, light, sandy soils, where magnesium can be easily leached away. Magnesium is an essential macronutrient found from 0.2-0.4% dry matter and is necessary for normal plant growth. ","['Hematologic tests (Blood test)', 'Complete blood count (Cbc)', 'Glucose measurement (Glucose level)', 'Electrolytes panel', 'Radiographic imaging procedure', 'Kidney function tests (Kidney function test)', 'Intravenous fluid replacement']","['Magnesium Sulfate', 'Prochlorperazine (Compro)', 'Magnesium Gluconate (Almora)', 'Magnesium Oxide', 'Acitretin (Soriatane)', 'Topotecan', 'Pirbuterol (Maxair)', 'Dexlansoprazole (Dexilant)', 'Fosphenytoin', 'Glycerin (Fleet)', 'Adenosine']",disease
138,Female infertility of unknown cause,"['Infertility', 'Unpredictable menstruation', 'Long menstrual periods', 'Scanty menstrual flow', 'Unwanted hair', 'Absence of menstruation', 'Bleeding or discharge from nipple', 'Loss of sex drive', 'Pain during intercourse', 'Irregular belly button']","Infertility is a term doctors use if a woman hasn\xe2\x80\x99t been able to get pregnant after at least one year of trying. If a woman keeps having miscarriages, it is also called infertility. Female infertility can result from physical problems, hormone problems, and lifestyle or environmental factors. Most cases of infertility in women result from problems with producing eggs. One problem is premature ovarian failure, in which the ovaries stop functioning before natural menopause. In another, polycystic ovary syndrome (PCOS), the ovaries may not release an egg regularly or may not release a healthy egg. About a third of the time, infertility is because of a problem with the woman. One third of the time, it is a problem with the man. Sometimes no cause can be found. If you suspect you are infertile, see your doctor. There are tests that may tell if you have fertility problems. When it is possible to find the cause, treatments may include medicines, surgery, or assisted reproductive technologies. Happily, two-thirds of couples treated for infertility are able to have babies. National Women\'s Health Information Center ","['Radiographic imaging procedure', 'Hematologic tests (Blood test)', 'Ultrasonography (Ultrasound)', 'Pelvis exam', 'Other non-OR therapeutic procedures; female organs', 'Examination of breast', 'Standard pregnancy test']","['Clomiphene (Clomid)', 'Human Chorionic Gonadotropin (Hcg)', 'Progesterone', 'Leuprolide (Lupron)', 'Estradiol', 'Cefoxitin', 'Urofollitropin (Bravelle)', 'Menotropins (Hmg)', 'Letrozole (Femara)', 'Alpha 1-Antitrypsin', 'Ganirelix']",disease
139,Pericarditis,"['Sharp chest pain', 'Shortness of breath', 'Difficulty breathing', 'Chest tightness', 'Sharp abdominal pain', 'Nausea', 'Irregular heartbeat', 'Fainting', 'Palpitations', 'Lower body pain', 'Hurts to breath', 'Lymphedema']",Pericarditis is an inflammation of the pericardium (the fibrous sac surrounding the heart). A characteristic chest pain is often present. ,"['Radiographic imaging procedure', 'Electrocardiogram', 'Hematologic tests (Blood test)', 'Complete blood count (Cbc)', 'Plain x-ray (X ray)', 'Cardiac enzymes measurement (Cardiac enzymes test)', 'Kidney function tests (Kidney function test)']","['Nitroglycerin', 'Indomethacin', 'Colchicine', 'Temazepam', 'Terazosin', 'Bosentan (Tracleer)', 'Entecavir (Baraclude)', 'Pindolol', 'Misoprostol', 'Dexlansoprazole (Dexilant)', 'Calcitonin', 'Lactobacillus Acidophilus (Dofus)']",symptom
140,Attention deficit hyperactivity disorder (ADHD),"['Depressive or psychotic symptoms', 'Depression', 'Anxiety and nervousness', 'Hostile behavior', 'Excessive anger', 'Restlessness', 'Temper problems', 'Drug abuse', 'Obsessions and compulsions', 'Low self-esteem', 'Lack of growth', 'Antisocial behavior']","Attention deficit hyperactivity disorder (ADHD, similar to hyperkinetic disorder in the ICD) is a psychiatric disorder or neurobehavioral disorder characterized by significant difficulties either of inattention or hyperactivity and impulsiveness or a combination of the two. According to the Diagnostic and Statistical Manual of Mental Disorders (DSM-IV-TR), symptoms emerge before seven years of age. There are three subtypes of the disorder which consist of it being predominantly inattentive (ADHD-PI or ADHD-I), predominantly hyperactive-impulsive (ADHD-HI or ADHD-H), or the two combined (ADHD-C). Often people refer to ADHD-PI as ""attention deficit disorder"" (ADD), however, the latter has not been officially accepted since the 1994 revision of the DSM. ADHD impacts school-aged children and results in restlessness, acting impulsively, and lack of focus which may impair school performance. ","['Psychotherapy', 'Mental health counseling', 'Depression screen (Depression screening)', 'Psychological and psychiatric evaluation and therapy', 'Occupational therapy assessment (Speech therapy)', 'Electroencephalogram (EEG) (Eeg)', 'Cerebral arteriogram (Angiography cerebral)']","['Methylphenidate', 'Adderall', 'Clonidine', 'Atomoxetine (Strattera)', 'Dexmethylphenidate (Focalin)', 'Risperidone', 'Lisdexamfetamine (Vyvanse)', 'Aripiprazole (Abilify)', 'Guanfacine (Intuniv)', 'Oxcarbazepine (Trileptal)', 'Melatonin', 'Dextroamphetamine (Adderall)']",disease
141,Neuromyelitis optica,"['Painful urination', 'Ache all over', 'Arm pain', 'Loss of sensation', 'Weakness', 'Diminished vision', 'Vulvar sore', 'Excessive growth', 'Knee lump or mass', 'Nailbiting', 'Shoulder swelling', 'Neck cramps or spasms']","Neuromyelitis optica (NMO), also known as Devic\'s disease or Devic\'s syndrome, is an autoimmune, inflammatory disorder in which a person\'s own immune system attacks the optic nerves and spinal cord. This produces an inflammation of the optic nerve (optic neuritis) and the spinal cord (myelitis). Although inflammation may also affect the brain, the lesions are different from those observed in the related condition, multiple sclerosis. Spinal cord lesions lead to varying degrees of weakness or paralysis in the legs or arms, loss of sensation (including blindness), and/or bladder and bowel dysfunction. ","['Hematologic tests (Blood test)', 'Magnetic resonance imaging (Mri)', 'Other diagnostic procedures (interview; evaluation; consultation)', 'Urinalysis', 'Radiographic imaging procedure', 'Corneal transplant', 'Transurethral resection of prostate (TURP) (Turp)']","['Azathioprine', 'Baclofen', 'Carbamazepine', 'Polyethylene Glycol 3350 (Miralax)', 'Pregabalin (Lyrica)', 'Nitrofurantoin', 'Paroxetine (Paxil)', 'Docusate (Colace)', 'Oxycodone', 'Gabapentin', 'Ciprofloxacin']",disease
142,Pulmonic valve disease,"['Lack of growth', 'Leg pain', 'Shortness of breath', 'Low back pain', 'Elbow weakness', 'Elbow cramps or spasms', 'Excessive growth', 'Feeling hot and cold', 'Wrist weakness', 'Low back weakness', 'Emotional symptoms', 'Nailbiting']"," chickenpox vaccine (shingles vaccine), ","['Electrocardiogram', 'Radiographic imaging procedure', 'Echocardiography', 'Ultrasonography (Ultrasound)', 'Heart valve procedures', 'Physical therapy exercises (Exercises)', 'Corneal transplant']","['Ofloxacin', 'Chickenpox Vaccine (Shingles Vaccine)', 'Mecamylamine', 'Grepafloxacin (Raxar)', 'Malathion Topical', 'Gemtuzumab (Mylotarg)', 'Gadoteridol (Prohance)', ""Devil\\'S Claw Preparation"", 'Isocarboxazid (Marplan)', 'Medrysone Ophthalmic']",medication
143,Tietze syndrome,"['Sharp chest pain', 'Rib pain', 'Shortness of breath', 'Cough', 'Back pain', 'Chest tightness', 'Side pain', 'Nausea', 'Hurts to breath', 'Difficulty breathing', 'Pain or soreness of breast', 'Loss of sensation']",Tietze syndrome is a benign inflammation of one or more of the costal cartilages. It was first described in 1921 by the German surgeon Alexander Tietze (1864\xe2\x80\x931927). ,"['Radiographic imaging procedure', 'Plain x-ray (X ray)', 'Electrocardiogram', 'Complete blood count (Cbc)', 'Kidney function tests (Kidney function test)', 'Electrolytes panel', 'Glucose measurement (Glucose level)']","['Methyl Salicylate-Menthol Topical', 'Bivalirudin', 'Fluoride Topical', 'Triprolidine (Actifed)', 'Arnica Topical', 'Trolamine Salicylate Topical']",disease
144,Cranial nerve palsy,"['Double vision', 'Headache', 'Diminished vision', 'Abnormal involuntary movements', 'Symptoms of the face', 'Loss of sensation', 'Abnormal movement of eyelid', 'Pupils unequal', 'Pain in eye', 'Facial pain', 'Difficulty speaking', 'Cramps and spasms']","Disorders of one or more of the twelve cranial nerves. With the exception of the optic and olfactory nerves, this includes disorders of the brain stem nuclei from which the cranial nerves originate or terminate. ","['Magnetic resonance imaging (Mri)', 'Other diagnostic procedures (interview; evaluation; consultation)', 'Ophthalmic examination and evaluation (Eye exam)', 'Ophthalmologic and otologic diagnosis and treatment', 'Other therapeutic procedures', 'CAT scan of head (Head ct)', 'Other therapeutic procedures on eyelids; conjunctiva; cornea']","['Botulinum Toxin Type A (Botox)', 'Botulism Antitoxin', 'Cyclopentolate Ophthalmic', 'Olopatadine Ophthalmic', 'Pergolide', 'Mumps Vaccine', 'Rimabotulinumtoxinb (Myobloc)', 'Erythromycin Topical Product', 'Measles Vaccine', 'Rubella Virus Vaccine']",disease
145,Injury to the arm,"['Wrist pain', 'Elbow pain', 'Arm pain', 'Hand or finger pain', 'Loss of sensation', 'Wrist swelling', 'Hand or finger swelling', 'Joint pain', 'Elbow swelling', 'Arm swelling', 'Arm stiffness or tightness', 'Bones are painful']","Of the 206 bones in your body, 3 of them are in your arm; the humerus, radius and ulna. Your arms are also made up of muscles, joints, tendons and other connective tissue. Injuries to any of these parts of the arm can occur during sports, a fall or an accident. Types of arm injuries include Tendinitis and bursitis Sprains Dislocations Broken bones  Some nerve problems, arthritis, or cancers can affect the entire arm and cause pain, spasms, swelling and trouble moving. You may also have problems or injure specific parts of your arm, such as your hand, wrist, elbow or shoulder. ","['Radiographic imaging procedure', 'Plain x-ray (X ray)', 'Application of splint (Splinting)', 'Magnetic resonance imaging (Mri)', 'Physical therapy exercises (Exercises)', 'Orthopedic casting', 'Traction; splints; and other wound care']","['Piroxicam', 'Trimethadione', 'Benzalkonium Chloride Topical', 'Cladribine', 'Bromfenac (Bromday)', 'Turmeric Extract', 'Estazolam', 'Mefloquine', 'Tolnaftate Topical', 'Teriparatide (Forteo)']",symptom
146,Conversion disorder,"['Seizures', 'Depression', 'Sweating', 'Allergic reaction', 'Weakness', 'Sore throat', 'Anxiety and nervousness', 'Abnormal involuntary movements', 'Fatigue', 'Cough', 'Focal weakness', 'Fainting']","A conversion disorder causes patients to suffer from neurological symptoms, such as numbness, blindness, paralysis, or fits without a definable organic cause. It is thought that symptoms arise in response to stressful situations affecting a patient\'s mental health and Conversion disorder is considered a psychiatric disorder in the Diagnostic and Statistical Manual of Mental Disorders fifth edition (DSM-V). ","['Complete blood count (Cbc)', 'Psychotherapy', 'Intravenous fluid replacement', 'X-ray computed tomography (Scan ct)', 'Mental health counseling', 'Depression screen (Depression screening)', 'Magnetic resonance imaging (Mri)']","['Venlafaxine (Effexor)', 'Mirtazapine', 'Levetiracetam (Keppra)', 'Omega-3 Fatty Acids', 'Estropipate (Ogen)', 'Sulindac', 'Zaleplon (Sonata)', 'Fluvoxamine (Luvox)', 'Sulfasalazine', 'Naloxone (Suboxone)']",symptom
147,Complex regional pain syndrome,"['Loss of sensation', 'Leg pain', 'Foot or toe pain', 'Paresthesia', 'Back pain', 'Ache all over', 'Arm pain', 'Hand or finger pain', 'Low back pain', 'Neck pain', 'Abnormal involuntary movements', 'Problems with movement']","Complex Regional Pain Syndrome (CRPS), formerly Reflex Sympathetic Dystrophy (RSD) or Causalgia, is a chronic systemic disease characterized by severe pain, swelling, and changes in the skin. CRPS is expected to worsen over time. It often initially affects an arm or a leg and often spreads throughout the body; 92% of patients state that they have experienced a spread and 35% of patients report symptoms in their whole body. Recent evidence has led to the conclusion that Complex Regional Pain Syndrome is a multifactorial disorder with clinical features of neurogenic inflammation, nociceptive sensitisation (which causes extreme sensitivity or allodynia), vasomotor dysfunction, and maladaptive neuroplasticity, generated by an aberrant response to tissue injury. Treatment is complicated, involving drugs, physical therapy, psychologic treatments and neuromodulation and usually unsatisfactory, especially if begun late. ","['Magnetic resonance imaging (Mri)', 'Physical therapy exercises (Exercises)', 'Other diagnostic procedures (interview; evaluation; consultation)', 'Lipid panel', 'Hemoglobin A1c measurement (Hemoglobin a1c test)', 'Examination of foot', 'Other therapeutic procedures']","['Gabapentin', 'Pregabalin (Lyrica)', 'Amitriptyline', 'Methadone', 'Baclofen', 'Lidocaine-Prilocaine Topical', 'Buprenorphine (Suboxone)', 'Milnacipran (Savella)', 'Midodrine', 'Flunisolide Nasal', 'Tenofovir', 'Combivir']",disease
148,Otosclerosis,"['Diminished hearing', 'Dizziness', 'Plugged feeling in ear', 'Ear pain', 'Elbow weakness', 'Nailbiting', 'Low back weakness', 'Emotional symptoms', 'Elbow cramps or spasms', 'Underweight', 'Wrist weakness', 'Muscle swelling']",Otosclerosis is an abnormal growth of bone near the middle ear. It can result in hearing loss. ,"['Ophthalmologic and otologic diagnosis and treatment', 'Ophthalmic examination and evaluation (Eye exam)', 'Excision (Removal)', 'Corneal transplant', 'Procedures on spleen (Spleen operation)', 'Removal of ectopic pregnancy', 'Tracheostomy; temporary and permanent']","['Droperidol', 'Clozapine', 'Calcium Citrate', 'Ibandronate (Boniva)', 'Niacin', 'Ezetimibe (Zetia)', 'Phenytoin (Dilantin)', 'Calcium Carbonate', 'Meclizine', 'Celecoxib (Celebrex)']",disease
149,Injury to the trunk,"['Back pain', 'Rib pain', 'Sharp chest pain', 'Low back pain', 'Neck pain', 'Shoulder pain', 'Headache', 'Lower body pain', 'Bones are painful', 'Wrist pain', 'Symptoms of the scrotum and testes', 'Sinus congestion']"," hydrocodone / ibuprofen, ","['Radiographic imaging procedure', 'Plain x-ray (X ray)', 'X-ray computed tomography (Scan ct)', 'Urinalysis', 'Intravenous fluid replacement', 'Wound care management', 'CAT scan of head (Head ct)']","['Metaxalone (Skelaxin)', 'Podofilox Topical', 'Flurazepam', 'Orlistat (Alli)', 'Collagen', 'Ioversol', 'Iopamidol (Isovue)', 'Diphtheria Toxoid Vaccine (Prohibit)']",medication
